"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"HSPD1",4.71856278710385e-236,1.58679120098053,0.796,0.414,9.40881419748508e-232,"HSPD1"
"PSAP",1.06814145752763e-234,0.872959247830913,0.933,0.778,2.1298740663101e-230,"PSAP"
"DUSP1",2.94175411241953e-233,1.27129511306477,0.853,0.505,5.86585770016454e-229,"DUSP1"
"CCL4",4.8965104758884e-232,2.12425664082869,0.697,0.322,9.76364188892147e-228,"CCL4"
"ANKHD1",5.54760685713521e-228,-3.13502158171385,0.053,0.398,1.10619280731276e-223,"ANKHD1"
"TMBIM4",2.87566108262705e-227,-2.35712075366751,0.193,0.597,5.73406819875835e-223,"TMBIM4"
"MT-CO1",3.42915815240495e-227,0.910466560508523,0.967,0.809,6.83774135589547e-223,"MT-CO1"
"GADD45B",8.95517868141589e-225,1.28990581021615,0.833,0.462,1.78566262907433e-220,"GADD45B"
"NDUFV2",9.70999850446513e-224,-3.16487301316302,0.074,0.434,1.93617370179035e-219,"NDUFV2"
"CGA",5.90659022423424e-223,-3.54499892024969,0.022,0.324,1.17777409071231e-218,"CGA"
"IER3",1.63613185409276e-222,1.88263631490848,0.726,0.306,3.26244691706096e-218,"IER3"
"CD83",1.72078255275389e-222,1.78888548707665,0.713,0.326,3.43124041019126e-218,"CD83"
"RPL23A",5.10046350308892e-222,-1.78065364460941,0.417,0.77,1.01703242251593e-217,"RPL23A"
"BTG2",7.26449336648919e-219,1.34201448177658,0.812,0.502,1.44853997727794e-214,"BTG2"
"KISS1",3.73294918059882e-215,-6.23675634245478,0.002,0.252,7.44350066611405e-211,"KISS1"
"RASGEF1B",8.37384101213921e-215,1.88032442253108,0.705,0.328,1.66974389782056e-210,"RASGEF1B"
"RPS17",3.42999964433817e-213,-2.78768665161517,0.107,0.469,6.83941929081031e-209,"RPS17"
"RPS9",6.41569284340029e-213,1.14659715619697,0.849,0.517,1.27928915297402e-208,"RPS9"
"MT-CO2",1.74695502181746e-211,0.891425967645636,0.96,0.773,3.48342831350401e-207,"MT-CO2"
"RNASE1",5.4723607143939e-211,0.736402183915275,0.954,0.905,1.09118872645014e-206,"RNASE1"
"NPAS3",6.29927488290152e-211,-4.65673888600187,0.015,0.288,1.25607541165056e-206,"NPAS3"
"C1QA",4.79069672610892e-210,0.794612501974389,0.96,0.823,9.55264927186119e-206,"C1QA"
"MALAT1",6.06167154542866e-210,0.972555175558429,0.951,0.696,1.20869730615848e-205,"MALAT1"
"KDM6B",8.2001874885522e-210,2.90049088534396,0.581,0.149,1.63511738521731e-205,"KDM6B"
"NAV3",3.66806971903917e-208,-2.53528384886301,0.157,0.528,7.31413101976411e-204,"NAV3"
"RPL17",1.05336007326349e-207,-2.16469574973934,0.238,0.612,2.10039998608739e-203,"RPL17"
"CCL3",3.07216958808748e-207,1.87082244891096,0.7,0.365,6.12590615864643e-203,"CCL3"
"ATRNL1",3.20572583759256e-207,-3.37415542782359,0.075,0.406,6.39221732015956e-203,"ATRNL1"
"SYT1",5.20720161372918e-206,-2.53409114950597,0.13,0.497,1.0383160017776e-201,"SYT1"
"ACTB",5.5106400931463e-206,0.716874721101123,0.974,0.912,1.09882163457337e-201,"ACTB"
"SQSTM1",1.31341864192596e-205,1.42504700986701,0.79,0.443,2.61895677200037e-201,"SQSTM1"
"CFD",7.26109260399794e-205,1.68966234425149,0.731,0.323,1.44786186523719e-200,"CFD"
"ZYX",3.02167973061572e-203,2.28336377635851,0.614,0.169,6.02522938284776e-199,"ZYX"
"C9",4.68256544325536e-201,-5.91128996700412,0.005,0.248,9.33703549385118e-197,"C9"
"CANX",1.92000403251779e-199,1.35277786916392,0.767,0.416,3.82848804084046e-195,"CANX"
"HNRNPA2B1",8.68716077137611e-199,0.804993412201519,0.913,0.727,1.7322198578124e-194,"HNRNPA2B1"
"RPS10",4.80151035129472e-196,-2.70568672652335,0.128,0.484,9.57421164048168e-192,"RPS10"
"SRRM2",1.48615362285161e-195,1.13010460905015,0.834,0.529,2.96339032396611e-191,"SRRM2"
"MAFB",2.19980808954652e-195,1.08847850312229,0.85,0.551,4.38641733055576e-191,"MAFB"
"STAB1",1.34297070116893e-194,0.865971342472223,0.906,0.707,2.67788357813085e-190,"STAB1"
"SOD2",1.04512100829891e-191,1.17095524682501,0.815,0.538,2.08397129054803e-187,"SOD2"
"AHNAK",2.63233211612484e-191,2.62289894447885,0.564,0.144,5.24887023955293e-187,"AHNAK"
"PLTP",2.02912246199831e-190,0.676318932093387,0.941,0.898,4.04607018922464e-186,"PLTP"
"BAG3",9.21458874864105e-189,2.42932494305974,0.598,0.204,1.83738899647902e-184,"BAG3"
"TFPI2",6.93238438217697e-187,-3.62991462953837,0.029,0.298,1.38231744580609e-182,"TFPI2"
"SOX5",3.53809910403034e-186,-3.88608085576738,0.027,0.295,7.05496961343651e-182,"SOX5"
"ICAM1",3.31991735943415e-184,1.55286711366032,0.713,0.365,6.6199152147117e-180,"ICAM1"
"NAV2",4.59763186796734e-182,-2.68488370186035,0.14,0.475,9.16767794472688e-178,"NAV2"
"MT-ND5",1.03326910533381e-180,1.05191258697154,0.895,0.549,2.06033859603561e-176,"MT-ND5"
"CARMIL1",1.12362910497666e-180,-4.14964448238417,0.016,0.259,2.24051643532346e-176,"CARMIL1"
"ANKUB1",8.85046116211719e-180,-6.17143356134852,0.003,0.219,1.76478195572617e-175,"ANKUB1"
"PLAUR",1.08686029675411e-179,2.36125282608067,0.593,0.208,2.1671994317277e-175,"PLAUR"
"NLK",2.45157046625593e-177,-2.99148426818777,0.063,0.36,4.88843150971432e-173,"NLK"
"TMSB4X",3.20208283950728e-177,0.614181816373818,0.97,0.948,6.38495318197752e-173,"TMSB4X"
"CD59",2.86573035765544e-176,-1.65518174375764,0.374,0.718,5.71426633316495e-172,"CD59"
"CD163",4.46198850201122e-176,0.604072265586117,0.93,0.848,8.89720507301038e-172,"CD163"
"RAD51B",4.27074390829606e-175,-3.50637777094404,0.041,0.311,8.51586335314235e-171,"RAD51B"
"JUND",1.14614605914757e-174,1.10934508016109,0.822,0.478,2.28541524194025e-170,"JUND"
"NR4A2",5.85722364794963e-174,1.89402980962017,0.633,0.26,1.16793039540116e-169,"NR4A2"
"CDKN1A",5.18433145624003e-172,2.35631674070807,0.548,0.145,1.03375569237426e-167,"CDKN1A"
"HNRNPU",6.80221034593062e-172,1.0195686219914,0.829,0.589,1.35636074297857e-167,"HNRNPU"
"CEBPD",1.02542008711062e-171,1.07886596632166,0.816,0.503,2.04468765369857e-167,"CEBPD"
"FHIT",8.17234834750658e-171,-3.04875727416353,0.078,0.374,1.62956626049281e-166,"FHIT"
"RPS20",3.38535225189738e-170,-1.45055490872526,0.494,0.787,6.75039239028337e-166,"RPS20"
"CCNL1",9.09227973936166e-170,1.28639210763419,0.766,0.48,1.81300058002871e-165,"CCNL1"
"YBX3",2.63597040201816e-169,2.22349402663632,0.551,0.149,5.25612498162421e-165,"YBX3"
"DNAJA1",1.26881964252814e-168,1.06762305605409,0.804,0.502,2.53002636720111e-164,"DNAJA1"
"ALDOA",1.76337886356246e-168,3.25478803187199,0.437,0.047,3.51617745394354e-164,"ALDOA"
"TPT1",8.21454648786668e-166,0.575962346012823,0.976,0.94,1.63798056968062e-161,"TPT1"
"IL1B",5.07620977187167e-165,3.60156197980785,0.444,0.068,1.01219622851121e-160,"IL1B"
"TLN1",1.32006870921823e-164,1.00095574453638,0.782,0.452,2.63221700618115e-160,"TLN1"
"SRGN",4.00343336956838e-163,0.956016999198699,0.813,0.548,7.98284613891934e-159,"SRGN"
"CSH2",1.40734596127079e-161,-2.78892461801404,0.033,0.283,2.80624784677395e-157,"CSH2"
"EIF4A1",3.68892374066487e-161,-1.8381661732882,0.185,0.528,7.35571393888575e-157,"EIF4A1"
"LMNA",8.9095907565347e-161,2.20211947904846,0.57,0.198,1.77657239685302e-156,"LMNA"
"EEF2",9.95042763996977e-161,1.0038835516499,0.797,0.461,1.98411527140997e-156,"EEF2"
"DISC1",1.45806160672141e-160,-2.52207769377952,0.143,0.452,2.90737484380249e-156,"DISC1"
"CLIC1",6.92338766424277e-160,1.26002951954049,0.721,0.352,1.38052350025001e-155,"CLIC1"
"CD74",9.37406034299739e-160,1.2635704357991,0.831,0.564,1.86918763239368e-155,"CD74"
"GLUL",4.54952009248554e-159,0.917690332023733,0.832,0.57,9.07174306441616e-155,"GLUL"
"CST3",2.476300971735e-158,0.740773873187067,0.933,0.75,4.93774413763959e-154,"CST3"
"AIF1",4.35118600605382e-157,0.963245710415262,0.835,0.474,8.67626489607132e-153,"AIF1"
"RPL7A",3.93531146197849e-155,0.920232610521705,0.838,0.542,7.8470110551851e-151,"RPL7A"
"RPL26",5.83823034098836e-154,-1.2570069195244,0.554,0.82,1.16414312999308e-149,"RPL26"
"WWOX",6.94149478689257e-154,-3.10770412049572,0.044,0.295,1.38413406050638e-149,"WWOX"
"NPL",4.4307886902821e-153,-1.3124483417745,0.47,0.741,8.83499264842251e-149,"NPL"
"RHOB",5.76805381782529e-153,1.28753757237627,0.736,0.393,1.15014993127436e-148,"RHOB"
"KLF10",7.57978592160721e-153,2.22334439921084,0.524,0.151,1.51140931276848e-148,"KLF10"
"SGK3",1.25646929308051e-152,-2.51569182969334,0.089,0.375,2.50539977040253e-148,"SGK3"
"NR4A3",1.35737575638036e-152,2.80325019300141,0.485,0.127,2.70660725822243e-148,"NR4A3"
"MAGI1",2.419511006529e-151,-2.7453614149634,0.093,0.375,4.82450494701883e-147,"MAGI1"
"JTB",4.48716948473263e-151,-3.05193288923031,0.057,0.323,8.94741595255686e-147,"JTB"
"RNF150",9.74289671518941e-151,-2.52413459208642,0.098,0.386,1.94273360500877e-146,"RNF150"
"HPGDS",1.40040221794987e-150,-1.31111953434615,0.459,0.769,2.79240202259204e-146,"HPGDS"
"MT-CYB",6.70341277106164e-150,0.778609088665553,0.942,0.72,1.33666050654969e-145,"MT-CYB"
"NEU1",3.99499103727357e-149,1.67236238883856,0.636,0.251,7.9660121283235e-145,"NEU1"
"LY6E",1.36754515541308e-148,3.85864212854132,0.399,0.052,2.72688503989368e-144,"LY6E"
"FGL1",3.34389146061714e-147,-2.27932405223262,0.156,0.46,6.66771957247058e-143,"FGL1"
"SERPING1",2.96345952237243e-146,1.59116250768783,0.639,0.292,5.90913828761062e-142,"SERPING1"
"ROR1",5.45758471952102e-146,-2.87457190299589,0.083,0.353,1.08824239307249e-141,"ROR1"
"ARL15",8.7071764848325e-146,-2.9796193178503,0.049,0.298,1.7362109910756e-141,"ARL15"
"CSRNP1",4.95064332293274e-144,2.12664016493918,0.528,0.172,9.87158278592788e-140,"CSRNP1"
"PENK",7.74234037900564e-144,-10.9202253310078,0,0.168,1.54382267157372e-139,"PENK"
"GRN",1.61403770671061e-143,0.816918139907813,0.838,0.593,3.21839118718097e-139,"GRN"
"CCL4L2",2.00344051671213e-143,1.98814953348444,0.578,0.27,3.99486039032399e-139,"CCL4L2"
"SGK1",7.09137946132236e-143,1.59790013390297,0.635,0.319,1.41402106458768e-138,"SGK1"
"HDAC9",1.36412883680887e-142,-2.03726761077249,0.242,0.542,2.72007290059688e-138,"HDAC9"
"NSMCE2",5.61502015780782e-142,-2.53009605489065,0.094,0.367,1.11963501946688e-137,"NSMCE2"
"HCLS1",6.07160370166051e-142,1.1606595238392,0.704,0.384,1.21067777811111e-137,"HCLS1"
"HSP90B1",1.379051285529e-141,0.819912183187735,0.842,0.638,2.74982826334482e-137,"HSP90B1"
"HSPA5",1.4258725080583e-140,1.08047696832426,0.779,0.52,2.84318978106824e-136,"HSPA5"
"PTPRG",3.3265633939398e-140,-3.02591461623941,0.067,0.32,6.63316740751596e-136,"PTPRG"
"TRIB1",2.26205761287372e-139,1.6860547379721,0.597,0.266,4.51054288007019e-135,"TRIB1"
"CCDC144A",1.38059263720826e-138,-4.31514234631574,0.008,0.19,2.75290171859327e-134,"CCDC144A"
"KLF4",1.52248605656406e-137,1.47559465064833,0.651,0.305,3.03583719678873e-133,"KLF4"
"CCPG1",1.71464787887274e-137,-2.5425581731654,0.078,0.342,3.41900787047225e-133,"CCPG1"
"PSG2",2.02821458507245e-137,-3.22269241750287,0.009,0.194,4.04425988263446e-133,"PSG2"
"FGF13",3.14687172941375e-137,-2.14244160583597,0.272,0.547,6.27486222845102e-133,"FGF13"
"RASAL2",3.77961768085159e-137,-2.64864378030869,0.068,0.323,7.53655765561806e-133,"RASAL2"
"PAPPA",1.17041911490006e-136,-2.00534308465246,0.041,0.279,2.33381571511072e-132,"PAPPA"
"ZNF280D",4.813336215e-136,-1.94976926041601,0.139,0.431,9.59779241271001e-132,"ZNF280D"
"HDAC8",6.80002265476782e-136,-2.71068785349971,0.05,0.29,1.3559245173607e-131,"HDAC8"
"CTSZ",9.05303168637983e-136,0.673657991607332,0.897,0.708,1.80517451826414e-131,"CTSZ"
"MBD5",1.21626935811156e-135,-2.28272962614447,0.094,0.365,2.42524110007445e-131,"MBD5"
"RPL27A",1.49439085333963e-135,-1.11822623274171,0.639,0.864,2.97981536155923e-131,"RPL27A"
"CENPP",2.53924403988209e-135,-3.12226616974579,0.044,0.273,5.06325261552489e-131,"CENPP"
"TYMP",8.82087154016642e-135,1.44845040735062,0.627,0.281,1.75888178510918e-130,"TYMP"
"PSMA2",1.18881900818549e-134,-4.32553065256803,0.011,0.194,2.37050510232187e-130,"PSMA2"
"NAALADL2",4.91583521847785e-133,-4.18326461237063,0.012,0.196,9.80217542564484e-129,"NAALADL2"
"PSG4",4.32069806663548e-132,-7.05739096546147,0.002,0.16,8.61547194487114e-128,"PSG4"
"EGR3",1.16621664444732e-131,3.22317040135424,0.399,0.073,2.32543598902797e-127,"EGR3"
"TNFAIP3",1.61255254294377e-131,1.93224327229365,0.535,0.203,3.21542977062988e-127,"TNFAIP3"
"PRKN",3.69827957268102e-131,-2.98335177677546,0.037,0.255,7.37436946792595e-127,"PRKN"
"EGR2",4.22858635727957e-131,2.49373621677718,0.453,0.116,8.43180119641547e-127,"EGR2"
"DYNC1H1",6.33743025703401e-131,1.38678843487818,0.666,0.344,1.26368359325258e-126,"DYNC1H1"
"UNC5C",1.47696221248437e-130,-2.78418093337958,0.079,0.331,2.94506265169383e-126,"UNC5C"
"PDE4D",3.11681764003354e-130,-3.39989849415696,0.031,0.24,6.21493437422687e-126,"PDE4D"
"PAN3",1.26506119010033e-129,-2.20696769959313,0.107,0.377,2.52253201306007e-125,"PAN3"
"SMYD3",1.32074852141571e-129,-3.0302099708653,0.046,0.271,2.63357255170293e-125,"SMYD3"
"LRMDA",2.18454365238507e-129,-2.42536853231066,0.229,0.49,4.35598004285584e-125,"LRMDA"
"UBE2V1",3.65620767921296e-129,-2.90128556256161,0.039,0.259,7.29047811235065e-125,"UBE2V1"
"CHMP4A",6.38727812298907e-129,-4.35045093957661,0.013,0.193,1.27362325772402e-124,"CHMP4A"
"WDR70",1.16066092415438e-128,-2.18291387696797,0.117,0.386,2.31435788276383e-124,"WDR70"
"TSC22D3",1.3636638771398e-128,1.4569128715372,0.602,0.259,2.71914577101676e-124,"TSC22D3"
"BHLHE40",2.73253851639172e-128,3.04375717850777,0.374,0.053,5.44868180168509e-124,"BHLHE40"
"LINC01001",4.932876339706e-128,-5.98772645007335,0.002,0.157,9.83615542137375e-124,"LINC01001"
"ESRRG",5.48406211132916e-128,-3.73309027809823,0.022,0.215,1.09352198499903e-123,"ESRRG"
"UBE2W",6.04115246025442e-128,-1.97692584751334,0.146,0.431,1.20460580057473e-123,"UBE2W"
"BCAS3",7.35768087369749e-128,-2.702489031169,0.054,0.286,1.46712156621528e-123,"BCAS3"
"HERC3",7.49654334591442e-128,-2.99712474405153,0.027,0.229,1.49481074317534e-123,"HERC3"
"FARS2",1.27090337374697e-127,-2.83904568205534,0.049,0.275,2.53418132725146e-123,"FARS2"
"BCAP29",1.39725487433932e-127,-3.56274255351093,0.02,0.212,2.78612621943261e-123,"BCAP29"
"DDX5",2.49385707755611e-127,0.548557074161788,0.893,0.793,4.97275101264688e-123,"DDX5"
"CHSY3",5.87072351703155e-127,-3.39014020108029,0.041,0.255,1.17062226929609e-122,"CHSY3"
"CYP19A1",7.6354442632562e-127,-4.21736528745372,0.005,0.166,1.52250758609329e-122,"CYP19A1"
"EIF4A3",2.70319491108363e-126,1.41830321024743,0.627,0.301,5.39017065270076e-122,"EIF4A3"
"TMEM117",1.74968090077386e-125,-2.46509484969624,0.071,0.313,3.48886371614308e-121,"TMEM117"
"TAGLN2",3.26838729421825e-125,1.55763662101498,0.526,0.178,6.5171642646712e-121,"TAGLN2"
"ITM2B",4.72318170315345e-125,0.417093187467477,0.958,0.965,9.41802431608799e-121,"ITM2B"
"METRNL",1.06141987981942e-124,1.25372614717859,0.661,0.321,2.11647124035993e-120,"METRNL"
"FAM172A",2.22413772416974e-124,-2.2254911322304,0.089,0.342,4.43493062199446e-120,"FAM172A"
"IFI27",3.84337871748115e-124,3.26992086699339,0.419,0.116,7.66369716265741e-120,"IFI27"
"CALR",4.38337213468668e-124,0.847357375751316,0.782,0.51,8.74044403656524e-120,"CALR"
"PLD3",9.38102736841367e-124,0.732057822579358,0.826,0.593,1.87057685726169e-119,"PLD3"
"HBG2",1.32214268972198e-123,-3.24009010423694,0.016,0.2,2.63635252330563e-119,"HBG2"
"AUTS2",1.79452554011992e-123,-2.83414125602478,0.036,0.244,3.57828392699912e-119,"AUTS2"
"MIR646HG",4.08072038452631e-123,-2.9747961671909,0.044,0.258,8.13695644674547e-119,"MIR646HG"
"TYROBP",5.07977490548921e-123,0.579404163171346,0.927,0.799,1.01290711615455e-118,"TYROBP"
"KLF2",8.34019727086911e-123,1.01239266128713,0.754,0.47,1.6630353358113e-118,"KLF2"
"HLA-DRB5",1.67207104890052e-122,4.08935046261468,0.345,0.047,3.33410967150764e-118,"HLA-DRB5"
"RPS29",2.85583295675887e-122,-1.11503264518904,0.597,0.836,5.69453091577719e-118,"RPS29"
"ARPC1B",8.04716045234685e-122,-1.50128483756649,0.362,0.633,1.60460379419796e-117,"ARPC1B"
"CITED2",2.17753941423649e-121,1.21307281707485,0.673,0.361,4.34201359198756e-117,"CITED2"
"ATP5PO",3.7550741386011e-121,-2.63466590390413,0.093,0.346,7.48761783237059e-117,"ATP5PO"
"RPLP1",8.11615645579593e-121,0.488592254821159,0.955,0.929,1.61836159728571e-116,"RPLP1"
"LRRC39",1.47410061763965e-120,-2.2638284299361,0.089,0.336,2.93935663157346e-116,"LRRC39"
"PYURF",1.84701761334728e-120,-11.2744145002801,0,0.14,3.68295312101449e-116,"PYURF"
"PSG1",9.22449254707301e-120,-5.74060510334311,0.001,0.143,1.83936381388636e-115,"PSG1"
"SPI1",3.59391362983524e-119,0.788390512711704,0.787,0.516,7.16626377789148e-115,"SPI1"
"DNAJA4",1.00258216707126e-118,1.97606746393394,0.514,0.203,1.9991488411401e-114,"DNAJA4"
"ARMH4",1.80961042908136e-118,-6.66431354934679,0.001,0.142,3.60836319558823e-114,"ARMH4"
"PSG3",1.30555347981183e-117,-4.53931590113255,0.003,0.15,2.60327363874478e-113,"PSG3"
"RNASEK",1.71136137633371e-117,-1.72562538190173,0.243,0.516,3.41245458440941e-113,"RNASEK"
"CDKAL1",1.81729397045535e-117,-2.25510500535245,0.075,0.312,3.62368417708797e-113,"CDKAL1"
"WDR83OS",2.69383880899987e-117,-3.34318223933538,0.04,0.242,5.37151458514573e-113,"WDR83OS"
"NDUFB8",5.05697250803761e-117,-2.74474372841147,0.066,0.295,1.0083603181027e-112,"NDUFB8"
"PER1",5.08440157551418e-117,2.36596917961922,0.427,0.112,1.01382967415753e-112,"PER1"
"NDUFC2",6.94313730914012e-117,-2.55325406341609,0.095,0.34,1.38446157944254e-112,"NDUFC2"
"CALML4",9.10959427381328e-117,-3.10377942440977,0.036,0.236,1.81645309819837e-112,"CALML4"
"SAT1",6.60229836697667e-116,0.492573023938268,0.928,0.891,1.31649829437515e-111,"SAT1"
"LGMN",2.89025023202067e-115,0.411045687969225,0.927,0.914,5.76315896264921e-111,"LGMN"
"UMAD1",2.9815751881485e-115,-2.62702391942244,0.064,0.287,5.94526092516811e-111,"UMAD1"
"WDPCP",8.49998534545465e-113,-2.46575002991931,0.055,0.27,1.69489707788366e-108,"WDPCP"
"LINC01266",1.17762556095599e-112,-4.25564998030014,0.017,0.184,2.34818536854625e-108,"LINC01266"
"PSG9",1.4339853844811e-112,-5.61252339987139,0.001,0.135,2.85936685665532e-108,"PSG9"
"FBXL17",1.63402371477967e-112,-2.14115312114915,0.094,0.336,3.25824328727067e-108,"FBXL17"
"FOLR2",4.87783005985626e-112,0.536415286590364,0.904,0.775,9.72639313935338e-108,"FOLR2"
"RBM27",5.68168817128294e-112,-2.96117158640127,0.038,0.234,1.13292862135382e-107,"RBM27"
"GAPDH",2.81030084176451e-111,0.669213647517632,0.874,0.652,5.60373987847843e-107,"GAPDH"
"GLCCI1",3.41253844400976e-111,-2.07754070978945,0.098,0.341,6.80460165735546e-107,"GLCCI1"
"HSPB1",1.78495071823241e-110,0.948393570959149,0.751,0.503,3.55919173215543e-106,"HSPB1"
"ANXA5",2.19313406696507e-110,0.614263192407175,0.836,0.626,4.37310932952834e-106,"ANXA5"
"GRINA",2.35678502487404e-110,1.07387360929754,0.632,0.314,4.69942933959884e-106,"GRINA"
"SYN3",3.25644179739372e-110,-4.42580120428655,0.009,0.16,6.49334494400307e-106,"SYN3"
"PLCG2",3.88701472305807e-110,-1.68127126983888,0.228,0.492,7.75070735777779e-106,"PLCG2"
"MT-CO3",2.31732228339347e-109,0.625005618560254,0.937,0.755,4.62074063308658e-105,"MT-CO3"
"SOCS3",8.04965216246541e-109,1.5170157737112,0.535,0.219,1.6051006411956e-104,"SOCS3"
"SPRED1",2.43629271467849e-108,-1.18365968677136,0.466,0.679,4.85796767306891e-104,"SPRED1"
"PARL",3.30901686930405e-108,-2.6906822819469,0.052,0.259,6.59817963739228e-104,"PARL"
"S100P",3.5130621107825e-108,-2.06733968119474,0.03,0.217,7.0050458489003e-104,"S100P"
"RFX3",1.5270895709638e-107,-2.67244878345831,0.046,0.246,3.04501660450181e-103,"RFX3"
"PSD3",1.80078840830463e-105,-1.84822502194256,0.197,0.449,3.59077208615944e-101,"PSD3"
"CCDC85A",9.289985044603e-105,-2.89808130141532,0.041,0.231,1.85242301789384e-100,"CCDC85A"
"SFPQ",1.18004274566259e-104,0.966643733391231,0.719,0.482,2.3530052348512e-100,"SFPQ"
"NDUFA13",2.10074779266849e-104,-2.11142630610855,0.133,0.38,4.18889109858096e-100,"NDUFA13"
"EEF1D",2.8082600725043e-104,1.02658243197906,0.677,0.362,5.59967058457357e-100,"EEF1D"
"LRP1",3.9922652885924e-104,0.909606372946773,0.722,0.483,7.96057698545326e-100,"LRP1"
"SARNP",2.42808985309116e-103,-2.92457734926204,0.03,0.207,4.84161116706377e-99,"SARNP"
"TGFB1",2.52211610971531e-103,0.842871129190293,0.711,0.441,5.02909952277232e-99,"TGFB1"
"TRAPPC5",3.7150432464734e-103,-2.65434701432132,0.073,0.286,7.40779623346796e-99,"TRAPPC5"
"BICC1",1.68589301645104e-102,-2.61402113344416,0.068,0.278,3.36167067480338e-98,"BICC1"
"COMMD10",1.81334688172296e-102,-1.91045568723743,0.145,0.39,3.61581368215558e-98,"COMMD10"
"HRH1",1.85591392065467e-102,-1.45475505613995,0.269,0.533,3.70069235778541e-98,"HRH1"
"C4BPB",2.24768124522561e-102,-1.68494513129834,0.174,0.437,4.48187640297987e-98,"C4BPB"
